identifier1	identifier2	annotator	judgment	comment	lemma	round
bib19277277_18950217_147683_47_0003_alto.xml-208-62	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib19277301_18961019_145146_87_0002_alto.xml-88-8	bib19225758_18951004_144022_231_0002_alto.xml-262-29	annotator2	4.0	 	ledning	2
bib11653828_18260530_144028_122_0002_alto.xml-9-27	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	1.0	 	ledning	2
bib19277277_18241231_147682_305_0001_alto.xml-0-138	bib11653828_18260814_144028_186_0003_alto.xml-9-56	annotator2	4.0	 	ledning	2
bib11653825_18050326_145134_36_0002_alto.xml-15-11	bib13506739_18290706_144030_152_0001_alto.xml-3-18	annotator2	4.0	 	ledning	2
bib11653823_18291212_0_289_0002_alto.xml-22-14	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	1.0	 	ledning	2
bib11653823_18300322_144010_67_0003_alto.xml-28-6	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	1.0	 	ledning	2
bib19277277_18300605_147682_127_0004_alto.xml-78-7	bib19225758_18951004_144022_231_0002_alto.xml-262-29	annotator2	2.0	 	ledning	2
bib11653823_18300330_144010_73_0001_alto.xml-4-23	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	1.0	 	ledning	2
bib11653828_18290625_144028_143_0002_alto.xml-16-16	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	1.0	 	ledning	2
bib11653823_18260824_144010_195_0004_alto.xml-13-15	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	1.0	 	ledning	2
bib11653823_18280129_144010_24_0002_alto.xml-16-24	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	1.0	 	ledning	2
bib11653828_18210212_144028_35_0005_alto.xml-13-23	bib19225792_18200408_147359_13_0008_alto.xml-0-59	annotator2	2.0	 	ledning	2
bib15761570_18951112_146176_186_0003_alto.xml-69-25	bib11653823_18230902_144010_202_0001_alto.xml-1-21	annotator2	2.0	 	ledning	2
bib19277277_18300417_147682_87_0001_alto.xml-15-11	bib19223423_18050608_145063_46_0003_alto.xml-1-181	annotator2	2.0	 	ledning	2
bib15650835_18951025_146472_90_0002_alto.xml-78-78	bib15760690_18950306_145050_37_0003_alto.xml-222-5	annotator2	4.0	 	ledning	2
bib11653828_18200727_144028_171_0002_alto.xml-2-146	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib11653830_18960316_146968_22_0003_alto.xml-108-12	bib13506739_18120511_144030_107_0002_alto.xml-15-12	annotator2	2.0	 	ledning	2
bib11653790_19021114_145648_89_0003_alto.xml-29-10	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib11653806_18101102_145120_126_0001_alto.xml-1-13	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib19225792_18110713_147359_28_0005_alto.xml-9-8	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib11653790_18961106_145648_45_0006_alto.xml-48-7	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib11653790_19000109_145648_3_0001_alto.xml-15-11	bib19223423_18050608_145063_46_0003_alto.xml-1-181	annotator2	3.0	 	ledning	2
bib11653823_18280522_144010_118_0008_alto.xml-7-31	bib11653790_18950308_145648_11_0005_alto.xml-19-4	annotator2	3.0	 	ledning	2
bib13506739_18251231_144030_304_0003_alto.xml-14-0	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib13506739_18181017_144030_240_0004_alto.xml-13-20	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib11653790_18970521_145648_39_0002_alto.xml-61-6	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib11653823_18260824_144010_195_0004_alto.xml-13-15	bib19225758_18951004_144022_231_0002_alto.xml-262-29	annotator2	1.0	 	ledning	2
bib15869824_18950413_145700_30_0001_alto.xml-29-13	bib15650837_18950306_146391_55_0001_alto.xml-72-28	annotator2	4.0	 	ledning	2
bib13506739_18170821_144030_192_0011_alto.xml-10-28	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib15873936_18961124_147385_137_0002_alto.xml-68-1	bib19227462_18950221_147640_44_0002_alto.xml-172-16	annotator2	4.0	 	ledning	2
bib11653792_18121031_146919_44_0001_alto.xml-1-1	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib15650814_18951128_146365_279_0004_alto.xml-96-14	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib19225772_18131116_148004_132_0003_alto.xml-0-24	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib11653811_19010726_145317_113_0003_alto.xml-41-34	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	1.0	 	ledning	2
bib11653811_19010617_145317_92_0001_alto.xml-30-18	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib11653811_18990415_145317_56_0005_alto.xml-24-17	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib19227462_18950501_147640_100_0003_alto.xml-208-36	bib15760690_18950306_145050_37_0003_alto.xml-222-5	annotator2	4.0	 	ledning	2
bib11653811_18960415_145317_56_0001_alto.xml-49-23	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	1.0	 	ledning	2
bib15760690_18950912_145050_140_0003_alto.xml-108-1	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	1.0	 	ledning	2
bib13506739_18171202_144030_279_0011_alto.xml-0-5	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	1.0	 	ledning	2
bib11653825_18121214_145134_146_0002_alto.xml-5-14	bib13506739_18290423_144030_92_0005_alto.xml-1-19	annotator2	2.0	 	ledning	2
bib13506739_18181017_144030_240_0004_alto.xml-13-20	bib13506739_18120511_144030_107_0002_alto.xml-15-12	annotator2	4.0	 	ledning	2
bib15975090_18960526_148377_65_0002_alto.xml-78-12	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib19225772_18210202_148004_14_0001_alto.xml-4-5	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib11653811_18980608_145317_86_0002_alto.xml-40-9	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib19277277_18950625_147683_169_0003_alto.xml-90-14	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib11653790_18951129_145648_49_0005_alto.xml-93-27	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	1.0	 	ledning	2
bib11653828_18201212_144028_289_0002_alto.xml-11-31	bib11653828_18260814_144028_186_0003_alto.xml-9-56	annotator2	3.0	 	ledning	2
bib19277277_18951108_147683_305_0007_alto.xml-2-27	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib15650837_18950724_146391_169_0003_alto.xml-146-1	bib11653790_18950308_145648_11_0005_alto.xml-19-4	annotator2	4.0	 	ledning	2
bib13506739_18290706_144030_152_0001_alto.xml-3-18	bib19223423_18050608_145063_46_0003_alto.xml-1-181	annotator2	2.0	 	ledning	2
bib15650837_18951129_146391_279_0002_alto.xml-2-12	bib11653790_18950308_145648_11_0005_alto.xml-19-4	annotator2	1.0	 	ledning	2
bib11653828_18160111_144028_8_0003_alto.xml-7-28	bib19223423_18050608_145063_46_0003_alto.xml-1-181	annotator2	2.0	 	ledning	2
bib15760600_18950725_146401_87_0002_alto.xml-182-16	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	3.0	 	ledning	2
bib19225792_18210818_147359_32_0005_alto.xml-2-16	bib19225792_18200408_147359_13_0008_alto.xml-0-59	annotator2	3.0	 	ledning	2
bib19225772_18041011_148004_119_0002_alto.xml-3-15	bib11653823_18230902_144010_202_0001_alto.xml-1-21	annotator2	3.0	 	ledning	2
bib11653823_18240722_144010_167_0002_alto.xml-3-10	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib15650835_18950524_146472_45_0003_alto.xml-174-51	bib19225758_18951004_144022_231_0002_alto.xml-262-29	annotator2	1.0	 	ledning	2
bib11653828_18180409_144028_80_0001_alto.xml-1-24	bib13506739_18120511_144030_107_0002_alto.xml-15-12	annotator2	4.0	 	ledning	2
bib15873936_18950328_147385_38_0003_alto.xml-39-4	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib19277330_18950618_0_71_0002_alto.xml-25-19	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib15760600_18951008_146401_119_0002_alto.xml-149-10	bib11653823_18230902_144010_202_0001_alto.xml-1-21	annotator2	4.0	 	ledning	2
bib19277277_18950715_147683_189_0005_alto.xml-1-5	bib13506739_18290706_144030_152_0001_alto.xml-3-18	annotator2	2.0	 	ledning	2
bib11653828_18260407_144028_79_0004_alto.xml-15-10	bib11653828_18220920_144028_219_0004_alto.xml-2-16	annotator2	2.0	 	ledning	2
bib11653811_19021001_145317_150_0003_alto.xml-12-8	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib19225758_18950517_144022_114_0002_alto.xml-185-10	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib15650837_18950730_146391_174_0003_alto.xml-0-0	bib19225792_18200408_147359_13_0008_alto.xml-0-59	annotator2	3.0	 	ledning	2
bib11653823_18281213_144010_292_0001_alto.xml-4-0	bib19227462_18950221_147640_44_0002_alto.xml-172-16	annotator2	4.0	 	ledning	2
bib11653828_18170912_144028_211_0001_alto.xml-0-42	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib11653830_18970819_146968_66_0002_alto.xml-50-12	bib19225792_18200408_147359_13_0008_alto.xml-0-59	annotator2	4.0	 	ledning	2
bib11653828_18220920_144028_219_0004_alto.xml-2-16	bib11653823_18230902_144010_202_0001_alto.xml-1-21	annotator2	3.0	 	ledning	2
bib19225792_18200408_147359_13_0008_alto.xml-0-59	bib19225758_18951018_144022_243_0003_alto.xml-98-11	annotator2	4.0	 	ledning	2
bib11653811_19020416_145317_56_0002_alto.xml-113-2	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib13506739_18280102_144030_1_0002_alto.xml-3-12	bib15650837_18950306_146391_55_0001_alto.xml-72-28	annotator2	4.0	 	ledning	2
bib13506739_18261223_144030_288_0008_alto.xml-38-256	bib15650837_18950306_146391_55_0001_alto.xml-72-28	annotator2	2.0	 	ledning	2
bib11653830_18981201_146968_94_0003_alto.xml-93-15	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib11653828_18180409_144028_80_0001_alto.xml-1-24	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	2.0	 	ledning	2
bib15650837_18011014_146391_82_0001_alto.xml-3-0	bib19223423_18050608_145063_46_0003_alto.xml-1-181	annotator2	4.0	 	ledning	2
bib11653811_18950628_145317_97_0002_alto.xml-20-12	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib11653828_18060329_144028_72_0001_alto.xml-12-0	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator2	1.0	 	ledning	2
bib11653828_18260721_144028_166_0004_alto.xml-6-78	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib19225792_18110713_147359_28_0005_alto.xml-9-8	bib13506739_18290423_144030_92_0005_alto.xml-1-19	annotator2	3.0	 	ledning	2
bib11653828_18290915_144028_213_0003_alto.xml-13-25	bib11653828_18220920_144028_219_0004_alto.xml-2-16	annotator2	3.0	 	ledning	2
bib11653828_17930529_144028_119_0001_alto.xml-0-0	bib13506739_18290706_144030_152_0001_alto.xml-3-18	annotator2	4.0	 	ledning	2
bib11653811_19031209_145317_191_0002_alto.xml-161-13	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib15873936_18960123_147385_9_0003_alto.xml-18-18	bib19277277_18241231_147682_305_0001_alto.xml-0-138	annotator2	4.0	 	ledning	2
bib11653811_19020416_145317_56_0002_alto.xml-113-2	bib15760690_18950306_145050_37_0003_alto.xml-222-5	annotator2	2.0	 	ledning	2
bib11653790_19010719_145648_56_0002_alto.xml-138-5	bib13506739_18290423_144030_92_0005_alto.xml-1-19	annotator2	2.0	 	ledning	2
bib11653830_18960903_146968_71_0003_alto.xml-65-9	bib11653790_18950308_145648_11_0005_alto.xml-19-4	annotator2	4.0	 	ledning	2
bib11653811_18970827_145317_131_0003_alto.xml-3-42	bib19225758_18950724_144022_169_0002_alto.xml-112-6	annotator2	3.0	 	ledning	2
bib15650837_18011014_146391_82_0001_alto.xml-3-0	bib19225792_18110713_147359_28_0005_alto.xml-9-8	annotator2	3.0	 	ledning	2
bib15873371_18950723_145112_197_0002_alto.xml-185-14	bib11653828_18260814_144028_186_0003_alto.xml-9-56	annotator2	1.0	 	ledning	2
bib11653806_18181208_145120_136_0001_alto.xml-3-0	bib13506739_18290706_144030_152_0001_alto.xml-3-18	annotator2	4.0	 	ledning	2
bib19277277_18951221_147683_348_0005_alto.xml-10-204	bib13506739_18290423_144030_92_0005_alto.xml-1-19	annotator2	2.0	 	ledning	2
bib11653830_18971230_146968_104_0003_alto.xml-74-23	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator2	2.0	 	ledning	2
bib19225758_18950517_144022_114_0002_alto.xml-185-10	bib19225758_18951004_144022_231_0002_alto.xml-262-29	annotator2	3.0	 	ledning	2
bib11653828_18261215_144028_292_0002_alto.xml-12-45	bib19223423_18050608_145063_46_0003_alto.xml-1-181	annotator2	3.0	 	ledning	2
bib19225772_18271120_148004_135_0001_alto.xml-6-3	bib11653811_19031209_145317_191_0002_alto.xml-161-13	annotator2	1.0	 	ledning	2
bib11653828_18260119_144028_15_0002_alto.xml-0-9	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	4.0	 	ledning	2
bib13506739_18250510_144030_106_0001_alto.xml-24-11	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	4.0	 	ledning	2
bib11653828_18060329_144028_72_0001_alto.xml-12-0	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19277301_18961019_145146_87_0002_alto.xml-88-8	bib19225758_18951004_144022_231_0002_alto.xml-262-29	annotator3	3.0	 	ledning	2
bib11653806_18190512_145120_53_0002_alto.xml-2-27	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib15873371_18951206_145112_333_0003_alto.xml-199-15	bib19225792_18200408_147359_13_0008_alto.xml-0-59	annotator3	1.0	 	ledning	2
bib11653790_19030113_12541_3_0004_alto.xml-15-35	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib15650837_18951010_146391_236_0002_alto.xml-123-233	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653790_19010719_145648_56_0002_alto.xml-138-5	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653811_19030803_145317_118_0003_alto.xml-6-11	bib19227462_18950221_147640_44_0002_alto.xml-172-16	annotator3	4.0	 	ledning	2
bib11653828_18260325_144028_69_0004_alto.xml-4-2	bib11653806_18120801_145120_86_0002_alto.xml-12-38	annotator3	4.0	 	ledning	2
bib15873936_18960331_147385_38_0002_alto.xml-135-10	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19277277_18951221_147683_348_0005_alto.xml-10-204	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653825_18190830_145134_103_0003_alto.xml-2-9	bib19225758_18950724_144022_169_0002_alto.xml-112-6	annotator3	4.0	 	ledning	2
bib19277277_18950715_147683_189_0005_alto.xml-1-5	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653811_18970827_145317_131_0003_alto.xml-3-42	bib19225758_18950724_144022_169_0002_alto.xml-112-6	annotator3	4.0	 	ledning	2
bib11653811_19031024_145317_165_0002_alto.xml-142-13	bib11653828_18260325_144028_69_0004_alto.xml-4-2	annotator3	1.0	 	ledning	2
bib15761570_18951112_146176_186_0003_alto.xml-69-25	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653790_18970316_145648_21_0002_alto.xml-131-1	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib15760600_18951008_146401_119_0002_alto.xml-149-10	bib11653823_18230902_144010_202_0001_alto.xml-1-21	annotator3	4.0	 	ledning	2
bib19225772_18210202_148004_14_0001_alto.xml-4-5	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653838_19010208_147024_6_0001_alto.xml-59-16	bib15650837_18950306_146391_55_0001_alto.xml-72-28	annotator3	1.0	 	ledning	2
bib15873936_18950103_147385_2_0002_alto.xml-22-16	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653815_18950921_146944_112_0003_alto.xml-31-5	bib19225758_18951004_144022_231_0002_alto.xml-262-29	annotator3	3.0	 	ledning	2
bib11653828_18210212_144028_35_0005_alto.xml-13-23	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib15760690_18950622_145050_94_0003_alto.xml-65-8	bib19277277_18241231_147682_305_0001_alto.xml-0-138	annotator3	3.0	 	ledning	2
bib11653823_18281213_144010_292_0001_alto.xml-4-0	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19277277_18951009_147683_275_0001_alto.xml-35-7	bib15650837_18951010_146391_236_0002_alto.xml-123-233	annotator3	1.0	 	ledning	2
bib13506739_18290706_144030_152_0001_alto.xml-3-18	bib19223423_18050608_145063_46_0003_alto.xml-1-181	annotator3	4.0	 	ledning	2
bib11653825_18050223_145134_23_0001_alto.xml-4-9	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653811_19030506_145317_69_0003_alto.xml-34-10	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19277277_18300417_147682_87_0001_alto.xml-15-11	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19227462_18950102_147640_1_0003_alto.xml-33-24	bib15760690_18950306_145050_37_0003_alto.xml-222-5	annotator3	1.0	 	ledning	2
bib15873371_18950723_145112_197_0002_alto.xml-185-14	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653823_18280410_144010_83_0002_alto.xml-3-15	bib11653790_18950308_145648_11_0005_alto.xml-19-4	annotator3	4.0	 	ledning	2
bib11653811_18990415_145317_56_0005_alto.xml-24-17	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653828_18260407_144028_79_0004_alto.xml-15-10	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19225772_18041011_148004_119_0002_alto.xml-3-15	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653828_18140524_144028_117_0003_alto.xml-9-42	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib13506739_18210307_144030_55_0001_alto.xml-0-72	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653811_18980610_145317_87_0004_alto.xml-114-47	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19225758_18951018_144022_243_0003_alto.xml-98-11	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19227291_18960606_145289_68_0002_alto.xml-47-30	bib11653823_18230902_144010_202_0001_alto.xml-1-21	annotator3	4.0	 	ledning	2
bib11653815_18950221_146944_22_0002_alto.xml-30-21	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653825_18121214_145134_146_0002_alto.xml-5-14	bib13506739_18290423_144030_92_0005_alto.xml-1-19	annotator3	3.0	 	ledning	2
bib11653806_18041106_145120_125_0002_alto.xml-7-56	bib19225792_18200408_147359_13_0008_alto.xml-0-59	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653811_19010605_145317_85_0001_alto.xml-57-28	bib19223423_18050608_145063_46_0003_alto.xml-1-181	annotator3	3.0	 	ledning	2
bib13506739_18120922_144030_220_0004_alto.xml-8-10	bib19225792_18200408_147359_13_0008_alto.xml-0-59	annotator3	4.0	 	ledning	2
bib15975090_18960526_148377_65_0002_alto.xml-78-12	bib19225792_18200408_147359_13_0008_alto.xml-0-59	annotator3	3.0	 	ledning	2
bib11653811_18981230_145317_201_0002_alto.xml-16-3	bib11653790_18950308_145648_11_0005_alto.xml-19-4	annotator3	4.0	 	ledning	2
bib11653828_18260325_144028_69_0004_alto.xml-4-2	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653823_18300322_144010_67_0003_alto.xml-28-6	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib15650835_18951025_146472_90_0002_alto.xml-78-78	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653811_19010726_145317_113_0003_alto.xml-41-34	bib11653828_18260814_144028_186_0003_alto.xml-9-56	annotator3	1.0	 	ledning	2
bib19277277_18270719_147682_166_0001_alto.xml-18-11	bib11653790_18950308_145648_11_0005_alto.xml-19-4	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653806_18190512_145120_53_0002_alto.xml-2-27	bib19225758_18951004_144022_231_0002_alto.xml-262-29	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653806_18101102_145120_126_0001_alto.xml-1-13	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653823_18270417_144010_88_0004_alto.xml-31-23	bib19225758_18950724_144022_169_0002_alto.xml-112-6	annotator3	4.0	 	ledning	2
bib11653811_19021003_145317_151_0003_alto.xml-32-9	bib11653828_18220920_144028_219_0004_alto.xml-2-16	annotator3	4.0	 	ledning	2
bib11653830_18950826_146968_97_0002_alto.xml-36-11	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653806_18130430_145120_47_0001_alto.xml-1-43	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19277301_18961019_145146_87_0002_alto.xml-88-8	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653830_18970819_146968_66_0002_alto.xml-50-12	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653806_18120801_145120_86_0002_alto.xml-12-38	bib19225758_18950724_144022_169_0002_alto.xml-112-6	annotator3	4.0	 	ledning	2
bib11653828_18260721_144028_166_0004_alto.xml-6-78	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653823_18280105_144010_4_0004_alto.xml-2-44	bib15650837_18950306_146391_55_0001_alto.xml-72-28	annotator3	0.0	unclear context	ledning	2
bib13506739_18111231_144030_304_0043_alto.xml-1-15	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653830_18960903_146968_71_0003_alto.xml-65-9	bib11653790_18950308_145648_11_0005_alto.xml-19-4	annotator3	4.0	 	ledning	2
bib19277277_18951009_147683_275_0001_alto.xml-35-7	bib13506739_18290423_144030_92_0005_alto.xml-1-19	annotator3	1.0	 	ledning	2
bib19227291_18230226_145289_9_0002_alto.xml-3-106	bib11653828_18260814_144028_186_0003_alto.xml-9-56	annotator3	2.0	 	ledning	2
bib11653825_18190830_145134_103_0003_alto.xml-2-9	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653830_18960316_146968_22_0003_alto.xml-108-12	bib13506739_18120511_144030_107_0002_alto.xml-15-12	annotator3	4.0	 	ledning	2
bib19277277_18950316_147683_74_0007_alto.xml-17-13	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653828_18180409_144028_80_0001_alto.xml-1-24	bib13506739_18120511_144030_107_0002_alto.xml-15-12	annotator3	4.0	 	ledning	2
bib11653828_18240126_144028_20_0002_alto.xml-7-31	bib11653823_18230902_144010_202_0001_alto.xml-1-21	annotator3	4.0	 	ledning	2
bib11653823_18300322_144010_67_0003_alto.xml-28-6	bib15650837_18950306_146391_55_0001_alto.xml-72-28	annotator3	2.0	 	ledning	2
bib19277277_18951009_147683_275_0001_alto.xml-35-7	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19225772_18271114_148004_133_0011_alto.xml-1-40	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653790_19010402_145648_26_0003_alto.xml-164-26	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653838_19010208_147024_6_0001_alto.xml-59-16	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib19277277_18300301_147682_49_0001_alto.xml-21-10	bib19225758_18951004_144022_231_0002_alto.xml-262-29	annotator3	3.0	 	ledning	2
bib11653823_18240722_144010_167_0002_alto.xml-3-10	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib11653828_18201212_144028_289_0002_alto.xml-11-31	bib19277277_18240929_147682_226_0004_alto.xml-22-19	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
bib15873936_18961124_147385_137_0002_alto.xml-68-1	bib11653828_18230626_144028_144_0004_alto.xml-5-22	annotator3	0.0	bad OCR → wrong lemmas	ledning	2
