jsd,freq_clusters_1,freq_clusters_2,parameters
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 0, 'dataset': 'en-en', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.6019774575258332,"{1: 5, 0: 1, 2: 4}","{1: 2, 0: 16, 2: 3}","{'word': 'artikulieren', 'quantile': 0, 'dataset': 'en-en', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 0, 'dataset': 'en-en', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.23396980263771833,"{0: 22, 1: 0}","{0: 17, 1: 2}","{'word': 'Manschette', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.14544106608363203,"{0: 23, 1: 1}","{0: 24, 1: 0}","{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.7501884474539647,"{0: 5, 1: 16}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.6811369268473555,"{1: 7, 2: 0, 0: 13}","{1: 6, 2: 12, 0: 2}","{'word': 'abbauen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 20},{0: 12},"{'word': 'packen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.23396980263771833,"{0: 22, 1: 0}","{0: 17, 1: 2}","{'word': 'Manschette', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.14544106608363203,"{0: 23, 1: 1}","{0: 24, 1: 0}","{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.7501884474539647,"{0: 5, 1: 16}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.6811369268473555,"{1: 7, 2: 0, 0: 13}","{1: 6, 2: 12, 0: 2}","{'word': 'abbauen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 20},{0: 12},"{'word': 'packen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.3244132030135489,"{2: 2, 0: 4, 1: 5}","{2: 2, 0: 10, 1: 2}","{'word': 'überspannen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.23396980263771833,"{0: 22, 1: 0}","{0: 17, 1: 2}","{'word': 'Manschette', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.14544106608363203,"{0: 23, 1: 1}","{0: 24, 1: 0}","{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.7501884474539647,"{0: 5, 1: 16}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.6811369268473555,"{1: 7, 2: 0, 0: 13}","{1: 6, 2: 12, 0: 2}","{'word': 'abbauen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 20},{0: 12},"{'word': 'packen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 21},{0: 24},"{'word': 'Rezeption', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 20},{0: 12},"{'word': 'packen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 21},{0: 24},"{'word': 'Rezeption', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 20},{0: 12},"{'word': 'packen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.25594500389188235,"{0: 21, 1: 0}","{0: 21, 1: 3}","{'word': 'Rezeption', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.14544106608363203,"{0: 23, 1: 1}","{0: 24, 1: 0}","{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.712072888547846,"{1: 3, 2: 0, 0: 17}","{1: 11, 2: 7, 0: 2}","{'word': 'abbauen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.3713830650016636,"{0: 20, 1: 0}","{0: 9, 1: 3}","{'word': 'packen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.3117529175377945,"{0: 7, 1: 4}","{0: 13, 1: 1}","{'word': 'überspannen', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.25594500389188235,"{0: 21, 1: 0}","{0: 21, 1: 3}","{'word': 'Rezeption', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.14544106608363203,"{0: 23, 1: 1}","{0: 24, 1: 0}","{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.7606045871940941,"{1: 0, 2: 3, 0: 17}","{1: 13, 2: 5, 0: 2}","{'word': 'abbauen', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True, 'distribution': 'discrete-geometric'}"
