jsd,freq_clusters_1,freq_clusters_2,parameters
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.6371318051322038,"{0: 18, 1: 0}","{0: 7, 1: 11}","{'word': 'ausspannen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.2493900540426694,"{0: 6, 1: 4}","{0: 18, 1: 3}","{'word': 'artikulieren', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.8799327917609389,"{0: 0, 2: 0, 1: 8}","{0: 9, 2: 1, 1: 1}","{'word': 'abdecken', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.3910835329055007,"{1: 2, 0: 6, 2: 3}","{1: 4, 0: 10, 2: 0}","{'word': 'überspannen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.23396980263771833,"{0: 22, 1: 0}","{0: 17, 1: 2}","{'word': 'Manschette', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.7253767151264523,"{0: 9, 2: 0, 3: 0, 1: 12}","{0: 10, 2: 5, 3: 4, 1: 0}","{'word': 'Fuß', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.14646397291111046,"{0: 3, 1: 1}","{0: 15, 1: 2}","{'word': 'zersetzen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
1.0,"{1: 0, 0: 16}","{1: 19, 0: 0}","{'word': 'Ohrwurm', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5824830044961058,"{1: 4, 0: 14}","{1: 7, 0: 1}","{'word': 'Titel', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.7966211711673901,"{1: 0, 4: 0, 2: 1, 0: 8, 3: 1}","{1: 9, 4: 2, 2: 2, 0: 1, 3: 1}","{'word': 'Schmiere', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5525644452708105,"{0: 14, 1: 2, 2: 2}","{0: 4, 1: 13, 2: 1}","{'word': 'ausspannen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5326702271362427,"{0: 11, 1: 7, 2: 0, 3: 2}","{0: 4, 1: 3, 2: 5, 3: 0}","{'word': 'packen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.44659936532835276,"{0: 3, 1: 7}","{0: 17, 1: 4}","{'word': 'artikulieren', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.8799327917609389,"{0: 0, 2: 0, 1: 8}","{0: 9, 2: 1, 1: 1}","{'word': 'abdecken', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.404036495154364,"{0: 6, 1: 2, 2: 3}","{0: 12, 1: 2, 2: 0}","{'word': 'überspannen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.23396980263771833,"{0: 22, 1: 0}","{0: 17, 1: 2}","{'word': 'Manschette', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.7253767151264523,"{0: 9, 2: 0, 3: 0, 1: 12}","{0: 10, 2: 5, 3: 4, 1: 0}","{'word': 'Fuß', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5946642729055968,"{0: 4, 1: 9}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
1.0,"{1: 0, 0: 16}","{1: 19, 0: 0}","{'word': 'Ohrwurm', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.6851985660986467,"{0: 2, 2: 0, 1: 8}","{0: 12, 2: 2, 1: 1}","{'word': 'Schmiere', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5305513519681317,"{0: 17, 1: 1}","{0: 7, 1: 11}","{'word': 'ausspannen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.41285710496046085,"{0: 4, 1: 6}","{0: 18, 1: 3}","{'word': 'artikulieren', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.8799327917609389,"{0: 0, 2: 0, 1: 8}","{0: 9, 2: 1, 1: 1}","{'word': 'abdecken', 'quantile': 4, 'dataset': 'rusemshift-train', 'binarize': True}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.5242470638164962,"{0: 9, 2: 0, 3: 0, 1: 12, 4: 0}","{0: 9, 2: 5, 3: 1, 1: 3, 4: 1}","{'word': 'Fuß', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8660933593827023,"{1: 1, 0: 23}","{1: 23, 0: 1}","{'word': 'abgebrüht', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.43527879515424667,"{0: 14, 1: 4}","{0: 5, 1: 13}","{'word': 'ausspannen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8799327917609389,"{0: 0, 2: 0, 1: 8}","{0: 9, 2: 1, 1: 1}","{'word': 'abdecken', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.3837109401782917,"{4: 0, 0: 5, 2: 2, 3: 1, 1: 3}","{4: 2, 0: 9, 2: 1, 3: 1, 1: 1}","{'word': 'überspannen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.7945979626476312,"{0: 6, 2: 0, 4: 1, 6: 0, 3: 0, 7: 0, 1: 12, 5: 2}","{0: 6, 2: 6, 4: 2, 6: 1, 3: 3, 7: 1, 1: 0, 5: 0}","{'word': 'Fuß', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.39307390891881766,"{0: 19, 1: 0, 2: 2}","{0: 19, 1: 5, 2: 0}","{'word': 'Rezeption', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8660933593827023,"{1: 1, 0: 23}","{1: 23, 0: 1}","{'word': 'abgebrüht', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.7270192258549878,"{0: 2, 1: 11}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.22211991818489998,"{0: 2, 1: 0}","{0: 19, 1: 2}","{'word': 'Knotenpunkt', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.5901998228430421,"{0: 25, 1: 0}","{0: 10, 1: 12}","{'word': 'Armenhaus', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.5824830044961058,"{1: 4, 0: 14}","{1: 7, 0: 1}","{'word': 'Titel', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.45437537522372257,"{0: 14, 1: 2, 3: 1, 2: 1}","{0: 5, 1: 9, 3: 1, 2: 3}","{'word': 'ausspannen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.5018136546699449,"{0: 13, 1: 7, 2: 0}","{0: 4, 1: 3, 2: 5}","{'word': 'packen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.5364114536206993,"{0: 2, 1: 8}","{0: 17, 1: 4}","{'word': 'artikulieren', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8799327917609389,"{0: 0, 2: 0, 1: 8}","{0: 9, 2: 1, 1: 1}","{'word': 'abdecken', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.3758572342933052,"{2: 0, 0: 6, 1: 5}","{2: 2, 0: 10, 1: 2}","{'word': 'überspannen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.7463136582756229,"{0: 8, 2: 0, 4: 1, 5: 0, 3: 0, 6: 0, 1: 12}","{0: 7, 2: 5, 4: 2, 5: 1, 3: 3, 6: 1, 1: 0}","{'word': 'Fuß', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.39307390891881766,"{0: 19, 1: 0, 2: 2}","{0: 19, 1: 5, 2: 0}","{'word': 'Rezeption', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8660933593827023,"{1: 1, 0: 23}","{1: 23, 0: 1}","{'word': 'abgebrüht', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.38707349374074584,"{1: 12, 0: 6}","{1: 4, 0: 14}","{'word': 'ausspannen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.4956119938259644,"{0: 3, 1: 7}","{0: 18, 1: 3}","{'word': 'artikulieren', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.8799327917609389,"{0: 0, 2: 0, 1: 8}","{0: 9, 2: 1, 1: 1}","{'word': 'abdecken', 'quantile': 4, 'dataset': 'ru-ru', 'binarize': True}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.4445335687068364,"{0: 9, 2: 0, 1: 12}","{0: 10, 2: 5, 1: 4}","{'word': 'Fuß', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.36513737123821566,"{0: 20, 1: 0, 2: 1}","{0: 19, 1: 5, 2: 0}","{'word': 'Rezeption', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.6423158895024148,"{1: 1, 0: 8, 2: 1}","{1: 12, 0: 3, 2: 0}","{'word': 'Schmiere', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.5579230452841438,"{0: 18, 1: 0}","{0: 9, 1: 9}","{'word': 'ausspannen', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.3758572342933052,"{2: 0, 0: 6, 1: 5}","{2: 2, 0: 10, 1: 2}","{'word': 'überspannen', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.33796002126708957,"{0: 22, 1: 0}","{0: 15, 1: 4}","{'word': 'Manschette', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.3656578632861493,"{1: 6, 2: 1, 3: 1, 4: 1, 0: 12}","{1: 7, 2: 5, 3: 2, 4: 1, 0: 4}","{'word': 'Fuß', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.36513737123821566,"{0: 20, 1: 0, 2: 1}","{0: 19, 1: 5, 2: 0}","{'word': 'Rezeption', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.7588144689706272,"{0: 25, 1: 0}","{0: 5, 1: 17}","{'word': 'Armenhaus', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
1.0,"{1: 0, 0: 16}","{1: 19, 0: 0}","{'word': 'Ohrwurm', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.702440464210416,"{0: 3, 1: 7}","{0: 20, 1: 0}","{'word': 'Seminar', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.6423158895024148,"{1: 1, 0: 8, 2: 1}","{1: 12, 0: 3, 2: 0}","{'word': 'Schmiere', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.5560160876374907,"{0: 13, 1: 1, 2: 3, 3: 1}","{0: 3, 1: 10, 2: 4, 3: 1}","{'word': 'ausspannen', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.2493900540426694,"{0: 6, 1: 4}","{0: 18, 1: 3}","{'word': 'artikulieren', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 4, 'dataset': 'en-en', 'binarize': True}"
