context_id	word	gold_sense_id	positions	context	grouping
279	Manschette	1	113-124	Die ganze Zeit hast du dich zusammen mit der FDJ-Leitung dafür eingesetzt, und nun, da es soweit ist, kriegst du Manschetten.	2
280	Manschette	0	37-48	Am Tatort verlor er den abgebildeten Manschetten knöpf (rechteckiger Stein, Größe 0,8X 1,8 cm, rötlkn-bratm, dunkelbraun-und colddurchzogen, mit gelbem Metall eingefaßt).	2
281	Manschette	0	154-165	Als ich schon einige Jahre in der Lehre war und mithalf, Maschinen zu bauen, kamen mir die Volontäre, die in gebügelten Monteuranzügen, weißen Kragen und Manschetten überall den Arbeitern 'm Wege standen, so lächerlich vor, daß ich mich geschämt hätte, Volontär zu sein.	2
282	Manschette	0	114-124	Drittens aber wußte jeder, daß Leutnant Perl, trotz seines schmalen weißen Kragenrandes und einer fein gestärkten Manschette, ein orthodoxer Jude war, der sich auch an der Front — er verdankte sein E. K. gewissen Monaten am Tivul-Sumpf — unter Entbehrungen unerlaubter Nahrung enthalten hatte.	2
283	Manschette	0	102-112	gut erh.. Gr 50, 370 verk Anfr 41 5fl9 Anz Holzer. männlich Damen-Hemdblusen, weiß, Bw „Ig. Ärmel mit Manschette, mit Kopt 1035 Berlin. Bhf Frankfurter A!ee Gr. 82—53. ab 24.40 1017 Berlin, Ehrenbergstr. 11 (Nähe Warschauer Brücke) Handelswlrtschaftl. 25/1. 80. wünscht Bek als Requisit zu kaufen ge-1 Paar Trauringe, 585er, 6 mm br. 500,-m nett.	2
284	Manschette	0	111-122	"KONTEX-KAUFHAUS ^SOLIDARITÄT"",, KÖPENICK. GRUNSTRASSE 24 Damen-Mäntel aus Streichgarnwolle mit Schalkragen und Manschetten aus-Otterkanin, Gr. 76 — 94... 281,60 Damen-Kostüme au& vStreichgarnwolle mit Lammfell-. kragen 231,10 Pullover, sportlich, aus reiner Wolle, mit Rollkrageneinsatz, in Grau und*Blau, Gr. 46 — 50 -. i. i. 152,65"	2
285	Manschette	0	14-25	Pelzkragen u. Manschetten, 1500,-M, Expertisen vorhanden 5200 db Müh.	2
286	Manschette	1	252-263	Herr Arnold aus Düsseldorf — wir haben; ilk miteinander.; ils uns da am 1. Juli 1941t die Miiiläryouverneurc das Dokument iibei gilben, wonach wir die Möglichkeit h.'ülon. die Bundesrepublik zu begründen, wir haben alle miteinander, auch ich. wirklieh Manschetten davor schabt, einen deutschen Beitrag zur Teilung Deutschlands /u le steiv	2
287	Manschette	2	66-77	Ich habe auf meinem Laubengrundstück eine Pumpe, für die ich neue Manschetten und Scheiben brauche.	2
288	Manschette	0	17-28	Es gibt karierte Manschetten zu einfarbigen Kleidern, es gibt Spitze auf Tuch, Pelz auf Tweed, Perlen auf Seide.	2
289	Manschette	1	16-27	"„Du, Purzel hat Manschetten vor die Leitung."""	2
290	Manschette	2	60-71	Selbst wenn noch kein Fettaustritt sichtbar ist. müssen die Manschetten bei Anzeichen von Porosität umgehend ausgewechselt werden.	2
291	Manschette	0	119-130	Ihr Können als Designerin belegt sie mit einer Kollektion meisterhaft gestalteter Abendtaschen,..., Krawatten, Kragen, Manschetten und Besätze aus Pailetten.	2
292	Manschette	0	68-79	Der Wolle Dtät lit bekannt: den Kadetten traten sie auf mitsamt den Manschetten.	2
293	Manschette	0	195-206	Gerade in unserer heutigen Mode, die bewußt auf alle verspielten Details verzichtet und dadurch oft ein wenig streng wirkt, ergeben sich viele Möglichkeiten, durch Schals, Krawatten, Gürtel oder Manschetten aus Pelz den Stil unserer Garderobe etwas aufzulockern.	2
294	Manschette	1	48-59	"„Wir haben alle miteinander, auch ich, wirklich Manschetten davor gehabt, einen deutschen Beitrag zur Teilung Deutschlands zu leisten."""	2
295	Manschette	0	62-73	Mürrisch und knurrig legt er den Gummikragen ab, « treift die Manschetten zum Ellenbogen.	2
296	Manschette	2	6-17	68000 Manschetten zusätzlich — Ergebnis seiner Überlegungen, seiner Findigkeit und der Bereitschaft, gemeinsam mit seiner älteren Kollegin Johanna Bischoff von der Drei-zur Fünfpressenbedienung überzugehen.	2
297	Manschette	0	51-62	Am Mode-Il link « oben sind es der Einsatz und die Manschetten, an dem Kleid daneben ist es der Kragen mit der Krawatte, die jeweils den Blickpunkt am Modell bilden.	2
317	Mißklang	0	81-89	Auf der gesamten Reise und auf allen Kundgebungen gab es nirgends den geringsten Mißklang.	2
318	Mißklang	0	106-114	oder eine „gemischte Bekanntschaft Ausdruck eines mangelnden Urteilsvermögens seien, das Leid, Unruhe und Mißklang nach sich ziehe.	2
319	Mißklang	0	39-47	Gleich zu Besuchsbeginn hatte es einen Mißklang gegeben: de Gaulle ließ Erhard längere Zeit warten, um ein Gespräch mit CDU-Chef Adenauer zu beenden.	2
320	Mißklang	0	69-77	Im Unterricht ist Deine Lehrerin Dirigent, der dafür sorgt, daß kein Mißklang aufkommt.	2
321	Mißklang	0	77-85	Als er schließlich in tänzerische Bahnen gelenkt wurde, quälte mich bald der Mißklang zwischen dem, was mir als das Ideal von Tanz vorschwebte, und-dem, was als Tanz gelehrt wurde.	2
322	Mißklang	0	112-121	"Daß sich jedoch die eigentlich zur Neutralität verpflichtete österreichische Regierung zur „Obertragung"" dieses Mißklangs hergabi stimmte schon bedenklicher."	2
323	Mißklang	1	187-196	Doch das ist selbstverständlich Zukunftsmusik, deren Akkorde erst in späteren Jahren in voller Harmonie erklingen können, und bis dahin sind viele Proben zu bestehen, bei denen sich noch Mißklänge einstellen können.	2
324	Mißklang	0	193-201	"Wahrend im Washingtoner Kongreß beschlossen wird, daß Kredite nur für „kommunistenfreie"" Regierungen in Europa bewilligt werden, hat es in den franzosisch-sowjetischen Beziehungen einen lauten Mißklang gegeben."	2
325	Mißklang	0	79-87	Diese optimistische Stimmung wurde kurz vor Jahresschluß durch einen häßlichen Mißklang gestört.	2
326	Mißklang	0	122-130	Doch sie gaben ihr Bestes, damit das Passierscheinabkommen zwischen der Regierung der DDR und dem Westberliner Senat ohne Mißklang erfüllt wurde.	2
327	Mißklang	0	182-190	Wie Reuter erfahrt, brachte eine offene Beschwerde der latein-amerikanischen Delegierten gegen die Bevorzugung europäischer Staaten im Anleiheprogramm der Internationalen Bank einen Mißklang in die Vormittagssitzung.	2
328	Mißklang	0	68-76	Das Objektiv versagte und mein Urlaub hätte gewiß mit einem kleinen Mißklang geendet.	2
329	Mißklang	0	43-52	Es ist zu hoffen, daß trotz gelegentlicher Mißklänge und Verstimmungen die Universität Berlin nunmehr in ein ruhiges und ziviles Fahrwasser gelangt.	2
330	Mißklang	0	53-61	Es wäre den Tokioer Spielen zu gönnen, daß ihnen der Mißklang eines solchen Boykotts erspart bliebe.	2
331	Mißklang	0	252-260	Der mitreißende Schwung, die leidenschaftliche Begeisterung der Kumpel für ihr Kombinat, für ihre SDZialistische Stadt, die ergreifende Würde, mit der sie ihre Meinungen vortrugen, machte diese Versammlung, die durch ihre Enthüllungen leicht mit einem Mißklang hätte enden können, zu einem äußert positiven Erlebnis, aus dem jeder Anwesende neue Kraft und neuen Glauben für unser Aufbauwerk mit nach Hause nahm.	2
332	Mißklang	0	21-29	Sieht man von diesem Mißklang ab, so können wir feststellen, daß die diesjährigen Verkaufsausstellungen ein erfreuliches Niveau halten und unser Kunstleben bereichern.	2
333	Mißklang	0	98-107	"Da kommen Liebesaffären ins Bild, der musikalische. Triumph bei der Weltausstellung in Paris, die Mißklänge seiner zweiten Ehe mit der Soubrette Lili, die Scheidung, Luis Rache, als sie in Berlin die Uraufführung der „Nacht in Venedig"" stören ließ, die Rankünen seines Bruders Eduard."	2
350	Ohrwurm	1	149-156	"Auf dem ersten Rang plazierten sich die Roten Gitarren aus der VR Polen mit ihrem Lied „Weißes Boot"", das sicherlich vielen Zuhörern noch lange als „Ohrwurm"" nachgehen wird."	2
351	Ohrwurm	1	154-163	Die Couplets gingen kaum ins Ohr, mitunter kämpften Text und Melodie ziemlich heftig gegeneinander (Komposition und musikalische Leitung: Klaus Feldmann) Ohrwürmer wurden gelegentlich von ganz Berlin gesungen Diesf Gefahr besteht hier nicht	2
352	Ohrwurm	1	1-10	„Ohrwürmer von Johann und Josef Strauß, dirigiert von Carlos Kleiber (Sonntag. 12.15 Uhr.	2
353	Ohrwurm	1	150-157	"Jedenfalls hört man Melodien, die nie die Banalitäten des Librettos der Herren-Haller und Redeamus erreichen, im „Armen Wandergesell"" ihren lyrischen Ohrwurm haben und in dem „Onkel und Tante, ja das sind Verwandte"" ausgesprochen drollig daherkommen."	2
354	Ohrwurm	1	13-22	"„Immergrüne"" Ohrwürmer ertönen, wie George Gershwins „I Got Rhythm"", Duke Ellingtons „Just Squeeze Me"" oder Irving Berlins.. Let Yourself Go""."	2
355	Ohrwurm	1	31-40	"Badinskis Melodien sind keine „Ohrwürmer"", im Gegenteil, er schreibt eine nicht immer sofort verständliche Musik, sondern eine, die der schöpferischen An -"	2
356	Ohrwurm	1	23-30	Auch ohne eigentlichen Ohrwurm, ohne prall hingesetzten Cancan verleugnet der Musiker nie sein Theaterblut.	2
357	Ohrwurm	1	152-159	Einfache, eingängige Melodien erleichtern das Vorhaben, und ein Lied über Suhler Mädchen, die Schmücke oder zwitschernde Vögelein avanciert schnell zum Ohrwurm, dessen Lebensdauer vorerst nicht wichtig ist.	2
358	Ohrwurm	1	93-100	"Als Spitzenreiter rangiert der Italo-Western „Spiel mir das Lied vom Tod"" mit der berühmten „Ohrwurm"" -Musik"	2
359	Ohrwurm	1	167-174	"Man spürt, daß es den Akteuren selber Spaß macht — etwa, wenn Gert Kießling die Hintergründigkeit der Verse vom Hinterhof lied des Lumpensammlers"" auskostet oder beim Ohrwurm „Die Linden entlang, Galopp, Galopp!"" komö -"	2
360	Ohrwurm	1	85-94	Neben Vater Johanns „Sperl-Galopp und Josefs „Plappermäulchen standen ausschließlich Ohrwürmer vom Sohn Johann auf dem Programm.	2
361	Ohrwurm	1	18-27	Werden die Lieder Ohrwürmer, klingelt auch die Kinokasse.	2
362	Ohrwurm	1	45-52	"Leider allerdings fehlt ein ausgesprochener „Ohrwurm"", eine Melodie wenigstens, die rich -"	2
363	Ohrwurm	1	84-91	Manche erklangen im Originalarrangement, andere wurden rhythmisch verjüngt, wie der Ohrwurm über die Caprifischer, den Bisser Kirow zaghaft verrockte.	2
364	Ohrwurm	1	6-13	"Kein „Ohrwurm"" mehr wie etwa die Walzer des „Rosenkavaliers"", keine Dramatik a la „Elektra"", kein Perlmuttglanz wie in „Ariadne"" — dafür Grazie des Parlando, Rossim-Bno, orchestrale Finessen, Humor und weise Selbsterkenntnis."	2
365	Ohrwurm	1	191-198	"Zum Tanz in den Mai wird morgen auch die bekannte Trommelpop-und Flötenrockgruppe „Schelmenquartett (Formation der Sonder-Masse, ausgezeichnet mit der „Kupfernen Saite"" und dem „Emaillierten Ohrwurm auf dem letzten Background-Ausscheid in Klein-Müllm) auf der Festwiese zwischen Blankenfelde und Schildow — rechts der F 96 aufspielen."	2
366	Ohrwurm	1	140-149	"Thomas Natschinskis „JoseHne"" oder „Mokka-Milch-Eisbar"", Horst Krugers „Sieh mal an erweisen sich hier wie. überall, wo sie erklingen, als „Ohrwürmer"", wie es"	2
367	Ohrwurm	1	115-125	Wenn mir seinerzeit beim ersten Hören die Struktur des' musikalischen Materials noch wenig eingängig (im Sinne von Ohrwürmern) erschienen war, so muß ich nach dem zweiten Hören auch hier mein Urteil revidieren:	2
368	Ohrwurm	1	105-112	Rhythmisch und beschwingt ging es weiter mit der Schlasertanzgruppe des VEB Carl Zeiss Jena Einen echten Ohrwurm hatten sich die iungen Leute da ausgewählt. nämlich den S^ hl^fer.. Diese «!	2
391	Rezeption	0	233-242	Der Kulturbund bemühe sich unter Ausnutzung wissenschaftlicher Konferenzen und Untersuchungen, neue Bevolkerungskreise, besonders aus der Arbeiterklasse und aus der jüngeren Generation, für diese Musik zu interessieren und ihnen die Rezeption zu ermöglichen und zu erleichtern.	2
392	Rezeption	1	34-43	Die hübsche Jannie Nielsen an der Rezeption — Panter hätte seine Freude gehabt sagt mit dem freundlichsten Lachein der Welt, ja, sie habe davon gehört, daß der deutsche Dichter vor langen Jahren hier war, vielleicht kann Direktor Olsen.	2
393	Rezeption	0	25-34	Entstehung, Methodik und Rezeption von „Materialismus und Empiriokritizismus.	2
394	Rezeption	0	121-130	Viele Inszenierungen setzten, obwohl zunächst heiß umstritten, Markierungspunkte in der Entwicklung von Theaterkunst und Rezeption.	2
395	Rezeption	0	4-13	Die Rezeption eines Filmes geschieht nun einmal durch das Auge.	2
396	Rezeption	0	70-79	tischen Charakter den Betrachter emotional packt und der gedanklichen Rezeption Möglichkeiten bietet, neue gesellschaftliche Zusammenhänge zu erschließen.	2
397	Rezeption	1	83-92	Geh. Ende AS. Geh.-Ang. erwünscht an 766850 Anz. Hellsucht ab 82 Tatigk im Hotelw, Rezeption o. mann, 1071 Bln., Kuglerstr. Arb.-vers.. auch artfremd. Geh.-Ang. erb. Maurer in ungek.	2
398	Rezeption	0	42-51	Die Aufgabe der Ortsvereinigungen bei der Rezeption des literarischen Erbes ist auch Gegenstand der weiteren Vorträge und Diskussionen der Tagung, die am Sonntag beendet wird.	2
399	Rezeption	0	53-62	Entdeckungen an einem wenig bekannten Gorki, die der Rezeption seiner StücKe hierzulande nicht nur neue Impulse verleihen, sondern auch andere Theater zu ihrer szenischen Stellungnahme auffordern.	2
400	Rezeption	0	276-285	Zum 65. Geburtstag beglückwünscht das Zentralkomitee der SED herzlichst Prof. Dr. Johannes Irmscher, dessen vielfältige publizierte Forschungsergebnisse zu Fragen der Entwicklung der griechischen Literatur, zur Ideologie-und Kulturgeschichte von Byzanz sowie zu Problemen der Rezeption des antiken Erbes in der deutschen Klassik und der Antikerezeption der sozialistischen Geselschaft hohe nationale und internationale Anerkennung fanden.	2
401	Rezeption	0	204-213	Die tatsächlichen revolutionären Veränderungen, das Bündnis der Arbeiterklasse mit der werktätigen Bauernschaft und die demokratische Bodenreform, schufen zugleich eine völlig neuartige Grundlage für die Rezeption Müntzers und seines Vermächtnisses.	2
402	Rezeption	0	28-37	Die Auflösung und damit die Rezeption der Symbole ist also im Grunde Genommen viel einfacher als es zunächst scheint.	2
403	Rezeption	1	231-240	Morgens 8.30 Uhr begrüßte Hoteldirektor Egon Wendorf den 23-jährigen Feinmechaniker Wolf gang Glimm aus den Jenaer Zeisswerken mit seiner Frau Brigitte und Töchterchen Sylvia,. die sich als erste mit einem FDGB-Ferienscheck an der Rezeption meldeten.	2
404	Rezeption	0	303-312	Der Weg zur praktischen Erfüllung dessen, wofür die deutschen Revolutionäre der Vergangenheit gekämpft hatten, die konsequente Orientierung der Kultur-und Bildungspolitik auf eine umfassende Aneignung des humanistischen, revolutionären Erbes schuf in der DDR eine Atmosphäre, die auch die künstlerische Rezeption des Bauernkrieges beflügelte.	2
405	Rezeption	0	330-339	Es beweist sich aber auch, wie zutreffend die in den Thesen getroffene Einschätzung ist daß die Traditionen der frühbürgerlichen Revolution erst mit dem Eintritt der Arbeiterklasse in die politische Bewegung zu neuem Leben erweckt wurden und schließlich die revolutionären Veränderungen nach 1945 eine neuartige Grundlage für die Rezeption Müntzers schufen.	2
406	Rezeption	0	243-252	"Das Moskauer Dramatische Theater am Taganga-Platz, über dessen Aufführung „Der gute Mensch von Sezuan"" Regisseur Juri Ljubimow auf dem Dialog sprach, und eine Reihe anderer Bühnen sozialistischer Länder leisteten wertvolle Beiträge zur Brecht-Rezeption."	2
407	Rezeption	1	20-29	"Die Steinmauern der Rezeption sind hochgezogen, das „stille Postamt"" ist fast fertig, eine Verkaufsstelle wächst, der Berlin-Information-Kiosk steht, der Platz für eine Gaststätte liegt fest, die Sport-und Spielflächen haben bereits eine Kegelbahn."	2
408	Rezeption	0	37-46	Eine wissenschaftliche Konferenz zur Rezeption der russischen und sowjetischen Literatur von 1917 bis ' 1985 begann am Dienstag im Haus der Sowjetischen Wissenschaft und Kultur in Berlin.	2
409	Rezeption	0	83-92	(Ein Manko allerdings war die nahezu völlig fehlende Textverständlichkeit, was der Rezeption des Werkes, besonders bei ungeübten Hörern, entgegenwirkt.)	2
410	Rezeption	0	10-19	"Auch ihre Rezeption ist berücksichtigt, von Logau, Goethe (hier vermißt man die „Venezianischen Epigramme"")."	2
411	Rezeption	0	8-17	Bei der Rezeption von Pioduknonsaeschohen auf dem Theater interessiert ia nicht voi dringlich das Produktionsdetail, sondern der menschliche Hintereiuncl.	2
412	Rezeption	0	77-86	So wird zugleich eine Fülle an Informationen über Werdegang, zeitgenössische Rezeption, Schaffensprobleme und Persönlichkeit der Schriftsteller geboten.	2
413	Rezeption	0	4-13	Die Rezeption Büchners auf den Bühnen der DDR untersuchen Ulrich Kaufmann und Frank Hörnigk.	2
414	Rezeption	1	45-54	Mehrmals am Tage erkundigte sie sich bei der Rezeption nach irgendwelchen Nachrichten für sie, wurde aber ebenso regelmäßig abschlägig beschieden.	2
425	Schmiere	1	204-212	"Ihre hervorragende Begabung als „Komödiantin"" bewies besonders anschaulich Elsa Grube-Deister als schrullige, schußlige Hausangestellte wie als leicht verschnupfte, aber auch versöhnbare „Mutter"" dieser „Schmiere""."	2
426	Schmiere	3	30-38	"Mutter von vier Kindern, die „Schmiere"" stand, erklärte uns:"	2
427	Schmiere	0	47-55	„Der Qualm klebt wie eine schlei-¦ nige, fette Schmiere auf der Haut.	2
428	Schmiere	4	86-94	Er fuhr sich mit der Hand übers Gesicht und merkte nicht, daß dort eine rötlich-graue Schmiere /urückblieb.	2
429	Schmiere	1	9-17	"Von der „Schmiere"" zum Deutschen Theater, eine Karriere ohne Beispiel."	2
430	Schmiere	3	298-306	9.10 Aktuelle Kamera; 10.00 Festveranstaltung zum 40. Jahrestag des Vereinigungsparteitages und anläßlich des Abschlusses des XI. Parteitages der SED; 12.40 WM im Eishockey; 13.50 Wettlauf mit der Zeit; 14.25 Englisch; 14.55 Russisch: 16.50 Medizin nach Noten; 17.00 Nachrichten; 17.45 Einer stand Schmiere, Filmkomödie; 18.10 Verkehrskompaß; 18.15 Alles Trick; 18.40 Blickpunkt: Arbeitsschutz; 18.50 Sandmännchen; 19.00 Elternsprechstunde; 19.25 Wetter; 19.30 Aktuelle Kamera;	2
431	Schmiere	0	85-94	Um eine bessere Qualität der Erzeugnisse zu erreichen, schlage ich außerdem vor, zum Schmieren der Preßformen mit Oxydwachs Spritzpistolen anzuschaffen, die ein gleichmäßiges Auftragen der Flüssigkeit gewährleisten.	2
432	Schmiere	3	37-45	Seit Jahr und Tag standen Polizisten Schmiere, wenn die echten Ganoven Geldschränke knackten und Juweliergeschäfte ausraubten.	2
433	Schmiere	3	106-114	"Der bereits zehnmal Vorbestrafte hatte zu diesen Diebstählen seinen 13 Jahre alten Sohn mitgenommen, der „Schmiere"" stehen und die Beute nach Hause tragen mußte."	2
434	Schmiere	3	172-180	Der 19 jährte Gerhard R. versuchte den Kühlwagen BeTlin 16320 eines auf dem Güterbahnhof Neukölln abgestellten Fletschzuges zu bestehlen, während drei Personen am Bahndamm Schmiere standen.	2
435	Schmiere	1	56-64	Das Publikum des Provinztheaters, um nicht zu sagen der Schmiere.	2
436	Schmiere	5	4-13	Das Schmieren der Frontstadtprominenz in den vergangenen Jahren hat Oberjat und seine Komplicen eine größere Stange Geld gekostet als das jetzt festgelegte Strafmandat.	2
437	Schmiere	3	109-117	Die Polizei greift schließlich nicht ein; well jJie selbst in diesen Fall verwickelt ist, weil sie nicht nur Schmiere stand* sondern aktiv rnit Waffen und Funksprechgeräten die Mörder unterstützte.	2
438	Schmiere	3	34-42	Die Kinder der Portierfrau stehen Schmiere und helfen wohl auch mit.	2
439	Schmiere	3	71-79	Audi Streichhölzer stellte er zur Verfügung, und er hatte auf dem Flur Schmiere gestanden, damit der kleine Klaus un. gestört seine Tat begehen konnte.	2
450	Seminar	2	9-16	"In einem Seminar mit der nationalen Leitung der „Christlichen Arbeitervereinigung Italiens"" wurden spezifische Aspekte des Wirkens der katholischen Kirche für Frieden und soziale Gerechtigkeit diskutiert."	2
451	Seminar	2	4-11	Das Seminar war ein großer Erfahrungsaustausch und bereicherte den gemeinsamen Erkenntnissehatz der Partei.	2
452	Seminar	2	40-48	Immer wieder fragten die Teilnehmer des Seminars nach Einzelheiten der Lage in Deutschland, um in ihrer Heimat darüber berichten zu können.	2
453	Seminar	2	24-33	An den 16 Vorträgen und Seminaren die in jedem Veranstaltungsort durchgeführt wurden, beteiligten sich mehr als 900 USA-Vertreter der Industrie, des Handels, von Banken und der Wissenschaft.	2
454	Seminar	2	7-14	An dem Seminar nahmen mehr als 60 kirchliche Amtsträger und engagierte Laien teil, darunter Vertreter des Bundes der Evangelischen Kirchen in der DDR.	2
455	Seminar	2	110-117	Zyklus: Probleme der Mllitär-Dolitik der SED und der sozialistischen Wehrerziehung Die nächste Veranstaltung (Seminar) findet am Mittwoch, dem 5. Oktober, um 16 Uhr in der Bildungsstätte der SED-Bezirksleitung, Französische Straße 35, statt.	2
456	Seminar	2	125-132	Die mängelhafte Beitragskassierung macht eine generelle Kontrolle der Parteidokumente notwendig, die in Verbindung mit einem Seminar über die Bedeutung des Parteidokuments auf der Grundlage des Statuts durchgeführt werden muß.	2
457	Seminar	2	82-89	"Joachim Pohl, Kontrollbeauftranter im VEB Fleischkombinat Berlin, Propagandist im Seminar „Studium der politischen Ökonomie des Sozialismus"";"	2
458	Seminar	2	11-18	17.30 Uhr: Seminar für Agitationsleiter und Agitationsgruppenleiter im Parteihaus, großer Saal.	2
459	Seminar	2	156-163	Seminar zur Entstehung und Entwicklung der DDR unter der Führung der SED am Dienstag-, dem 17. Mai 1988, von 14.30 bis 17.30 Uhr; für die Zirkelkategorie — Seminar zur politischen Ökonomie des Sozialismus und der ökonomischen Strategie der SED am Mittwoch, dem 18. Mai 1983, von 14.30 bis 17.30 Uhr statt.	2
460	Seminar	2	61-69	Die Kongresse des WGB, seine internationalen Konferenzen und Seminare stehen allen Gewerkschaften offen, auch wenn sie ihm nicht angehören.	2
461	Seminar	2	35-42	Ein internationales Russischlehrer-Seminar auf der italienischen Insel Ponza ging vorige Woche zu Ende.	2
462	Seminar	2	73-81	In Oschersleben hat sich die Nationale Front die Aufgabe gestellt, durch Seminare in den MAS und volkseigenen Gütern die Werktätigen mit dem Inhalt des Weißbuches bekannt zu machen.	2
463	Seminar	2	259-266	Den Ausbau der Zusammenarbeit zwischen dem Weltbund der Demokratischen Jugend (WBDJ) und der Internationalen Union der Sozialistischen Jugend (IUSY) im Kampf für Frieden und sozialen Fortschritt vereinbarten führende Vertreter beider Organisationen auf einem Seminar in Prag.	2
464	Seminar	2	88-96	In den Samarkander Instituten wurden wiederholt von der UNO organisierte internationale Seminare über Karakulzucht durchgeführt Wissenschaftler aus Polen, Jugoslawien, Marokko, Afghanistan,. Pakistan, Indien, Äthiopien, Kenia, Iran, der Türkei und anderen Ländern studierten die von den Mitarbeitern des Institutes ausgearbeiteten Methoden der Aufzucht der Tiere und die Prinzipien ihrer Klassifizierung	2
465	Seminar	2	15-22	In dem auf dem Seminar angenommenen Aktionsprogramm wird es als dringend notwendig hervorgehoben, wirksame Aktionen der UNO, der Bewegung nichtpaktgebundener Staaten, der Arabischen Liga und aller fortschrittlichen Bewegungen für Freiheit und Menschenwürde der Völker im Süden Afrikas in die Wege zu leiten.	2
466	Seminar	2	6-14	Diese Seminare, ehe z. B. durch die Kreisleitung einberufen werden / behandeln em bestimmtes ¦ wichtiges politisches, ¦ wirtschaftliches oder kulturelles Problem, woLei das Studium der Parteiarbeit in den betreffenden Betrieben einen breiten Raum einnehmen muß.	2
467	Seminar	2	65-74	Am Nachmittag des ersten Konferenztages trafen die Teilnehmer in Seminaren zusammen.	2
468	Seminar	2	94-103	Beim Studium aber wird nicht nur gefordert, den Vorlesungsstoff aktiv aufzunehmen, ihn in den Seminaren anzuwenden und zu vertiefen, sondern vor allem im Selbststudium sein Wissen zu erweitern.	2
469	Seminar	2	32-39	Die Teilnehmer die jetzt an dem Seminar für Politökonomie teilnehmen, sind ebenfalls verpflichtet, daran teilzunehmen.	2
480	Sensation	1	26-35	Für eine echte olympische Sensation sorgten gestern Pakistans Hokkeyspieler. als sie Indien, den Abonnementssieger seit seinem erstmaligen Auftreten 1928 in Amsterdam, mit 1:0 bezwangen,.wer allerdings die vorangegangenen Kämpfe der Inder verfolgt hatte, wird kaum überrascht gewesen sein.	2
481	Sensation	1	5-14	Eine Sensation, die jeder Besucher der Weltstadt Berlin gesehen haben mußte, war das orientalische „Cafe Ef! i' \ Ecke Friedrich-und Leipziger Straße, das ein betriebsamer Türke hingezaubert hatte.	2
482	Sensation	1	149-158	Es. gibt neben der üblichen Voltige (Helma Ehlemannj, den gelungenen Pferdedressuren und einem exotischen Potpourri (Herrmann Ullmann) vor allem die Sensation im Löwenkäfig, in den hinein Hano Cimarro seinen Todessprung vollführt, eine doppelt tollkühne Angelegenheit, da die Löwinnen, die tragend sind, alles andere als friedlich gesonnen sind.	2
483	Sensation	1	261-272	"Was die sogenannten sowjetischen Dissidenten betrifft, die in den letzten Jahren in den USA, speziell im Weißen Haus, so viel Aufmerksamkeit finden, so muß das wiederholt werden, was bereits wohlbekannt ist: Diejenigen, die es nach gefälschten antisowjetischen Sensationen gelüstet, können sich auch noch so sehr mühen, das Gewünschte für das Tatsächliche auszugeben und die Dissidenten als eine „innere Opposition"" in der UdSSR darzustellen, sie in den Rang von Schriftstellern und Wissenschaftlern zu erheben, die angeblich wegen ihrer Überzeugungen verfolgt werden: Tatsache bleibt, daß es sich dabei um nichts anderes als um ein Häuf ein ehrloser Menschen handelt, die bereit sind, für dreißig Silberlinge oder noch billiger ihre Heimat zu verraten und sich als Agenten bei westlichen Geheimdiensten zu verdingen."	2
484	Sensation	1	268-277	Das Endergebnis war dann aber doch eindeutig, weil die Berliner, vor allem Harald Kratzer und Rainer Würdig, kaum Verständnis für die Schweizer Absichten aufbringen wollten, Mit 18: 8 schafften sie sich einen Vorsprung von zehn Toren, und es wäre in Zürich schon eine Sensation zu nennen, wenn Dynamo nicht das Halbfinale erreichen würde, Vor über 2000 Zuschauern	2
485	Sensation	1	110-119	Rostokteef Zoologischen Garten hat nach Ihrem legendären Wurf von Siebenlingen im Jahre 1970 für eine erneute Sensation gesorgt.	2
486	Sensation	1	51-60	Polinowski bezeichnete die TASS-Meldung als größte Sensation der letzten Jahre.	2
487	Sensation	1	11-22	Denn nicht Sensationen nimmt die neue Sendereihe ins Visier, sondern die Schönheit des Alltäglichen, ausgedrückt in charakteristischen Begebenheiten.	2
488	Sensation	1	21-30	.. Das ist eme echte Sensation von höchstem wissenschaftlichem Wert.	2
489	Sensation	1	4-13	Die Sensation in der dritten Runde der Berliner Schach-Mannschaftsmeisterschaft brachte die zum großen Teil aus jungen Nachwuchs-^ sPielern bestehende Mannschaft von Union	2
490	Sensation	1	32-41	Hier herrscht die Gier nach der Sensation, man versucht nicht einen Aueenblick Tatmotive zu finden, erklärt nichts, will nichts erklaren.	2
491	Sensation	1	69-78	Zwei Spitzennummern: drei Frank «, Tänzer auf dem Drahtseil und (die Sensation des Programms)	2
492	Sensation	1	32-43	Fernsehen: 10.35 Marktplatz der Sensationen: 11.55 Chilenische Impressionen (2): 15.30 Du und dein Haushalt: 16. 00. Meister des Liedes; 16.30 Ferien mit Pfiff: 17.05 Zu zweit kein Problem; 19.00 Die Umschau: 20.00 Chronik armer Liebesleute, Spielfilm; 21.45 Der schwarze Kanal: 22.09 Heute in Bialystok.	2
493	Sensation	1	9-18	Als eine Sensation und ein neues sicheres Anzeichen für die Isolierung Bo nns wurde am Dienstag in Genf die vorzeitige Veröffe ntlichung eines Memorandums der Bonner Regierung an die Westmächte gewertet.	2
