context_id	word	gold_sense_id	positions	context	grouping
123	Eintagsfliege	0	247-261	Sie nennen sie „Manna“ und wenn ihre Zeit gekommen ist, so pflegen sie zu sagen: „das Manna fängt an sich zu zeigen; das Manna ist diese Nacht hänfig, im Ueberfluß gefallen“, wodurch sie entweder auf die erstaunliche Menge von Nahrung, welche die Eintagsfliegen den Fischen bieten, oder auf die reiche Fülle ihrer Netze beim Fischfange anspielen wollen.	1
124	Eintagsfliege	0	149-163	Auch die Folgezeit wird aus ihrem Schlamme die unaustilgbare Brut solchen Gewürms erzeugen, aber sein Loos wird immerdar dasselbe sein, das Loos der Eintagsfliegen, die aus den ekeln Larven im Morast entstehen, heute uns umschwärmen und morgen dahin sind.	1
125	Eintagsfliege	1	133-147	Als psychologisch bedeutsam darf uns jedenfalls auch der Umstand gelten, dass der junge Lyriker die weitaus grösste Mehrzahl dieser „Eintagsfliegen“, denen allzugrosse Originalität allerdings nicht nachgerühmt werden kann, in den Sezirsälen der Anatomie verfasst hatte.	1
126	Eintagsfliege	0	75-88	Man kann diese Tänze bei uns zu Lande am besten beobachten an der gemeinen Eintagsfliege (Ephemera vulgata), weil sie die größte ist, am häufigsten in Deutschland und zwar schon im Mai vorkommt und sich in Folge ihrer dunkeln Färbung am schärfsten gegen den Abendhimmel abgrenzt.	1
127	Eintagsfliege	1	72-86	Scherzbilder und Rebus kamen auch in Deutschland in die Mode, und diese Eintagsfliegen fanden überall unmäßige Beachtung, weil ein ernsthaftes öffentliches Leben sich noch kaum entwickelt hatte.	1
128	Eintagsfliege	0	340-353	Und ihr wunderbarer Erdentraum blieb der gleiche, als an Stelle der Palmfarne und Araukarien jener Juraperiode über ihren Strom der Fichtenhain der Tertiärzeit seine Äste hing, Äste, von denen als goldenes Harz niederthränte, was später verhärtet Bernstein geworden ist und dir in seinem Innern noch heute oft den Sylphenleib einer uralten Eintagsfliege zeigt.	1
148	Engpaß	0	187-193	So befand sich auf der Kunstausstellung zu Berlin 1852 ein Sittenbild von Lessing: wehrhafte Gebirgsmänner in der Tracht am Ausgang des Mittelalters, von Felsen herab auf Ritter in einem Engpaß schießend, ein Gefangener in vornehmer Kleidung unter ihnen; alles so auffallend porträtartig, bei vortrefflicher Ausführung so local und speziell interessant behandelt, daß man durchaus meinte, im Katalog die Angabe einer bestimmten Begebenheit lesen zu müssen; das Bild wirkte bei allem Werth aus diesem Grunde beunruhigend.	1
149	Engpaß	0	10-16	Letzterer Engpaß ist also beinahe so breit als der Orinoko im Engpaß beim Baraguan.	1
150	Engpaß	0	113-122	Mit Sonnenaufgang fortgefahren, aber nur etwa 1 ½ Stunde; wir finden uns jetzt nah an der Schellale oberhalb des Engpasses von Gherry, und der Reis will sie in diesem heftigen Winde nicht passiren.	1
151	Engpaß	0	93-99	Etwa um ¼ 7, nach Sonnenuntergang, legt sich der Wind ein wenig, und wir machen uns auf, den Engpaß zurückzulegen.	1
152	Engpaß	0	465-474	Nicht bloss konnte eine Handvoll entschlossener Leute ihm den Weg verlegen, wo dann an keinen Rückzug zu denken war, sondern noch nach dem Uebergang, wie er stand mit der makedonischen Hauptmacht vor sich, hinter sich die stark befestigten Bergfestungen Tempe und Lapathus, eingekeilt in eine schmale Strandebene und ohne Zufuhr wie ohne die Möglichkeit zu fouragiren, war seine Lage nicht minder verzweifelt, als da er in seinem ersten Consulat in den ligurischen Engpässen, die seitdem seinen Namen behielten, sich gleichfalls hatte umzingeln lassen und militärisch verloren war.	1
153	Engpaß	0	57-63	Aber über dem Einfluß des Rio Arauca, wenn man durch den Engpaß beim Baraguan kommt, wird es auf einmal anders, und von nun an findet der Reisende keine Ruhe mehr.	1
154	Engpaß	0	91-99	Neue und festere Barrikaden wurden daher in allen Straßen angelegt, indem man zugleich die Engpässe des Gebirges besetzte und sich mit der aufgestandenen Bevölkerung der an der Ruhr gelegenen Orte in Verbindung setzte.	1
155	Engpaß	0	148-155	Er bewerkstelligte seinen Rückzug so geschickt, dass Galba, der den verwegenen Entschluss fasste ihm zu folgen, seine Spur verlor und Philippos den Engpass, der die Landschaften Lynkestis und Eordaea scheidet, auf Seitenwegen erreichen und besetzen konnte, an welchem die Römer zu erwarten und ihnen die Schlacht zu liefern er entschlossen war.	1
156	Engpaß	0	44-53	Die Schluchten schlossen sich oft zu wahren Engpässen, und die sie umgebenden Berge waren schroff und unersteigbar, so daß hier, wie einst zu Termopylä, eine kleine Schaar tapferer Krieger ganze Armeen zurückhalten könnte.	1
157	Engpaß	0	172-178	Nach einem langen Streit über die Verteidigung des Platzes und die Kanonenschußweite wollte die Regierung genau wissen, wie breit der Strom bei dem Punkte sei, welcher der Engpaß heißt, und wo ein Fels liegt (el Peñon), der bei Hochwasser ganz bedeckt wird.	1
158	Engpaß	0	7-15	Manche Engpässe durch waldreiche Schluchten sind berüchtigt wegen der Raubthaten des Tigers; Forbes versichert, daß ohne die große Furcht des Tigers vor dem Feuer kaum hier und da eine Verbindung im Lande möglich sein könne.	1
159	Engpaß	0	344-350	wir wollten bis zum Ende der Regenzeit in Caracas bleiben, von dort über die großen Ebenen oder Llanos in die Missionen am Orinoko reisen, diesen ungeheuren Strom südlich von den Katarakten bis zum Rio Negro und zur Grenze von Brasilien hinauffahren und über die Hauptstadt des spanischen Guyana, gemeiniglich wegen ihrer Lage Angostura, d. h. Engpaß geheißen, nach Cumana zurückkehren.	1
160	Engpaß	0	153-159	Am 1. Jan. rückten beide Kolonnen nach Neustadt vor, welchen Ort der Feind verlassen und bei Budatin und Sillein Stellung genommen hatte, um den Brodner Engpaß und den Uebergang über die Waag zu vertheidigen.	1
161	Engpaß	0	307-313	Den Marsch von Chaloo durch die Bergwälder, den Curtius zu bezeichnen vergißt, ergänzt Arrian (III. 23 c.): ὑπεϱβαλὼν τὰ πϱῶτα ὄϱη ist bei Chaloo, ἤει χαλεπὴν ὁδὸν καὶ δύσποϱον ist der Weg durch die Bergwaldung; διελϑὼν τὰ στενὰ ἐν τῷ πεδίῳ κατεστϱατοπέδευσεν πϱὸς ποταμῷ οὐ μεγάλῳ sind die zwanzig Stadien Engpaß, die Curtius bezeichnet, und vielleicht derselbe „Höllenpaß“, durch den Timur den Rebellen Iskender von Firuzkuh verfolgte (Chereffeddin IV. 2. p. 160 sqq.); erst jenseits des Passes läßt, nach Arrian, Alexander seine Truppen vier Tage im Lager, um die einzelnen Posten, die zurückgeblieben sind, an sich zu ziehen (Curtius scheint seine vier Tage Lagerung zu früh anzusetzen), und es dürfte dies ungefähr einen Marsch oberhalb Sari gewesen sein.	1
162	Engpaß	0	85-93	Alexander erkannte die außerordentliche Wichtigkeit der Hyrkanischen Satrapie, ihrer Engpässe, ihrer hafenreichen Küsten, ihrer zum Schiffbau trefflichen Waldungen; schon jetzt mochte ihn der große Plan einer Kaspischen Flotte, eines Verkehrs zwischen diesen Küsten und dem Osten Asiens, einer Entdeckungsfahrt in diesem Meere beschäftigen; noch mehr als dies forderte die Communication zwischen den bisherigen Eroberungen und den weiteren Heereszügen vollkommene Besitznahme dieser paßreichen Gebirgslandschaft, die das Südufer des Kaspischen Meeres beherrscht; Alexander hatte sich eben jetzt der Pässe der Tapurischen Distrikte versichert; Parmenion war beauftragt, mit dem Corps, das in Medien stand, im nächsten Frühling durch das nördliche Medien und die Kaspischen Westpässe im Lande der Kadusier nach dem Meeresstrande hinabzurücken, um die Straße, welche Armenien und Medien mit dem Thale des Kur und dem Kaspischen Meere verbindet, zu öffnen; er sollte von dort aus, am Strande entlang, nach Hyrkanien und weiter der großen Armee nachziehen. Die Pässe von Pyl-Rudbar, die aus Medien am Amardusstrom hinab zum Meere führen, und welche durch das kriegerische und raublüsterne Bergvolk der Amardier gesperrt wurden, beschloß Alexander durch einen Streifzug gegen diese Amardier sofort zu öffnen. Während die Hauptmasse des Heeres im Lager von Arvas zurückblieb, zog er selbst an der Spitze der Hypaspisten, der Phalangen Könus und Amyntas, einiger Rittergeschwader und mehrerer leichter Corps gen Westen; die Amardier, im Vertrauen auf die Unzugänglichkeit ihrer Berge, da noch nie ein Feind in ihre Wälder eingedrungen war, hatten sich bisher um die Macedonier nicht viel gekümmert; da rückte Alexander von der Ebene heran; die nächsten Ortschaften wurden genommen, die Bewohner flüchteten sich in die waldigen Gebirge.	1
163	Engpaß	0	41-48	Es that uns wohl, aus der Hitze in einen Engpass zu gelangen, dessen hohe Wände der Sonne nur selten Einlass gewährten.	1
164	Engpaß	0	298-307	Ohne indeß darauf besonderes Gewicht zu legen, beweisen jene epischen Sagen, daß Herakles in alten Mythen als Vertheidiger nicht blos des Dorischen Stammes, sondern auch des Dorischen Cultus gedacht wurde, als ein erzgewappneter Held, der mit dem Schwerdte die heiligen Straßen schirmt, und die in Engpässen und Bergschluchten den Opferzügen auflauernden Marssöhne, wilder und störrischer Art, daniederwirft.	1
165	Engpaß	1	209-216	Stösst die Bewältigung dieser einen pathogenen Erinnerung auf Schwierigkeiten, wie z. B. wenn der Kranke mit dem Widerstande gegen sie nicht nachlässt, wenn er sie verdrängen oder verstümmeln will, so ist der Engpass gleichsam verlegt; die Arbeit stockt, es kann nichts anderes kommen, und die eine im Durchbruch befindliche Erinnerung bleibt vor dem Kranken stehen, bis er sie in die Weite des Ich ’s aufgenommen hat.	1
166	Engpaß	0	58-64	Ja, ich hatte das Gefühl, daß ich in diesem hochgelegenen Engpaß ebenfalls über die Römer gesiegt haben würde.	1
167	Engpaß	0	33-39	Nordwärts von den Katarakten, am Engpaß beim Baraguan, scheint es ähnliche mit Knochen gefüllte Höhlen zu geben wie die oben beschriebenen.	1
168	Engpaß	0	231-240	Bald waren die schmalen Felsengründe vollgestopft von den unbeweglichen Massen des ungeheuren Wagentrosses; der Regen strömte vom Himmel; Unordnung, Angst und Hunger überall, kein Gedanke mehr an eine gemeinsame Leitung der in den Engpässen eingeklemmten Heerestheile.	1
193	Fuß	0	185-188	Jetzt erst darf das Feuern mit scharfen Patronen beginnen, und es wäre gut, ja es ist sogar, ebenfalls um Munition und Zeit zu sparen, nöthig, daß eine große, wenigstens sechs bis acht Fuß im Durchmesser haltende Scheibe auf etwa dreißig Schritt, oder auch noch näher, aufgestellt wird, damit der Schießende sie gar nicht fehlen kann und nun in verschiedenen Schüssen deutlich sieht, wie seine Kugeln sitzen, ob rechts ob links, ob oben ob unten, und wie er sein Gewehr zu halten habe, um dem Centrum näher zu kommen.	1
194	Fuß	1	204-207	Da reichte ihr die Mutter ein Messer, und sprach ‘ hau ein Stück von der Ferse ab, wann du Königin bist, brauchst du nicht mehr zu Fuß zu gehen. ’ Das Mädchen hieb ein Stück von der Ferse ab, zwängte den Fuß in den Schuh, verbiß den Schmerz, und gieng heraus zum Königssohn.	1
195	Fuß	1	87-90	Du bist die starke Frau, strahlend im ungetrübten Glanze der Heiligkeit, siegreich den Fuß auf das Haupt der Schlange setzend.	1
196	Fuß	1	82-86	„Weil nun die Welt gewohnt schon ist, Von Rom zu dependiren; So wird, so lang man Füße küßt, Dieß Reich nicht exspiriren.	1
197	Fuß	0	9-13	Er ist 1 Fuss 3¾ Zoll hoch, am Kopf 5⅔ Zoll im Quadrat und an der Bahn 9 Zoll lang, 1¾ Zoll breit.	1
198	Fuß	1	30-35	Fast alle mit kurzen, starken Füßen, großen, scharfen Krallen, und starkem, gekrümmtem Schnabel, der meist oben auf der Seite in zwey stumpfe, schneidende Spitzen ausläuft, und an der Wurzel mehrentheils mit einer fleischigen Haut (cera) bedeckt ist.	1
199	Fuß	0	185-188	Wir hielten also fleissige Nachsuchung, ob wir nicht ausserhalb Bords, unter Wasser, etwas zu erkennen vermöchten; und da fand ich denn endlich, daß an der Seite, und ohngefähr 4 bis 5 Fuß tief unter der Oberfläche, die Spähne von der äussern Haut abstanden.	1
200	Fuß	1	126-130	Der Bräutigam setzte sich abgesondert von ihr in den hintersten Theil des Fahrzeuges, und die jungen Bursche mußten diesem zu Fuße folgen, da die Ausstattung zu viel Raum einnahm, um ihnen noch Sitze zu gestatten.	1
201	Fuß	0	34-37	Dank der hohen Lage – 4666 Wiener Fuß über dem Meere – und der Nachbarschaft des Ferners.	1
202	Fuß	0	195-198	Die Batterie muß hinreichen, auf Station A die Anziehung des Ankers an dem seitlich angebrachten Elektromagnete (v) zu bewirken (3—4 sechszöllige Bunsen’sche Elemente genügen für mehrere Hundert Fuß Entfernung).	1
203	Fuß	1	11-14	Wohin sein Fuß, im Lauf seiner Abentheuer, sich wendet: durch den Dampf der Klüfte, durch die Wüste, die der Mittag versengt, durch die Nacht verwachsener Wälder: wie ein Hund, der von seines Herren Schweiß gekostet, schreitet sie hinter ihm her; und die gewohnt war, auf weichen Kissen zu ruhen, und das Knötlein spürte, in des Bettuchs Faden, das ihre Hand unachtsam darin eingesponnen hatte: die liegt jetzt, einer Magd gleich, in seinen Ställen, und sinkt, wenn die Nacht kömmt, ermüdet auf die Streu nieder, die seinen stolzen Rossen untergeworfen wird.	1
204	Fuß	0	87-90	Bei einem niedrigen Ufer darf man nur die Erde schreg abstechen, so daß man etwa einen Fuß unter den Wasserspiegel kommt, auch ist es nicht nöthig, daß die Sohle des Einschnitts horizontal ist, sondern man läßt sie gewöhnlich mit einer vierfüßigen Dossirung nach dem Strom zu, abflächen.	1
205	Fuß	1	49-54	Ich liebe Dich und glühe mich Dir an, Vor Deinen Füßen lieg ich, sieh mich an, Ein Knabe bin ich, küsse mich zum Mann!	1
206	Fuß	0	35-39	Die Hochöfen in Yorkshire waren 45 Fuss (13,725 m), die bei Newcastle 52 Fuss (15,860 m) hoch.	1
207	Fuß	1	86-90	Dann musst du sie milde behandeln und ihnen nicht Fusstritte geben mit dem Stiefel am Fuss.	1
208	Fuß	0	53-56	Ich kenne nur zwei Meteorsteine, welche bis 6 und 18 Fuß den lockeren Boden aufgewühlt haben; so der Aërolith von Castrovillari in den Abruzzen (9 Febr. 1583) und der von Hradschina im Agramer Comitat (26 Mai 1751).	1
209	Fuß	0	151-155	Dieses Meisterwerk wurde im Jahre 1509 in der dortigen Pfarrkirche aufgestellt und leider schon im Jahre 1655 in eine Kanzel umgewandelt, wobei der 32 Fuss hohe Bau zwar geteilt, aber glücklicherweise nicht beschädigt wurde und nur durch Zubau einer Stiege u. s. w. teilweise Verunstaltungen erlitt.	1
210	Fuß	0	111-114	Seine Länge beträgt gegen 4 Fuß, die des Schwanzes 4, mit dem Haarpinsel 8 Zoll, die Höhe am Widerrist aber 2¼ Fuß.	1
211	Fuß	1	248-251	Ich hatte, als sie mir die erste Wäsche brachte, just eine Anweisung auf zweitausend Dollars an die Gebrüder Sweet u. Comp. in der Wall-Street einzukassiren, was sich freilich nicht so leicht machte, denn ich lag gleichzeitig an einem verstauchten Fuß darnieder, den ich mir Tags zuvor bei dem berühmten Longisland-Wettrennen geholt, indem ich einen schrecklichen Sturz vom Pferde mit angesehen.	1
212	Fuß	0	13-16	Ob dieser 60 Fuß hohe Loranthus es ebenfalls ist, muß man bis auf nähere Nachrichten dahin gestellet sein lassen.	1
213	Fuß	0	145-148	Die Höhe, bis zu welcher die Bänke aufgeschichtet liegen, ist verschieden; nach der Aussage verständiger Taucher beträgt sie nicht über 1½ bis 2 Fuß, und ihre Tiefe im Meere reicht oft von 3 bis 15, gewöhnlich 5 bis 8 Faden.“	1
233	Knotenpunkt	0	100-111	Den Verkehr Londons mit allen Theilen Englands und Schottlands vermitteln 11 Eisenbahnlinien, deren Knotenpunkt die Hauptstadt bildet.	1
234	Knotenpunkt	0	350-362	Die erste Nachricht von den Gefechten bei Charleroi ließ er unbeachtet, da er dort nur einen Theil der Armee Napoleons vermuthete; und auch als er endlich am Abend des 15. von Brüssel aus, einen ganzen Tag später als Blücher, die Concentration seiner Armee anordnete, befahl er nicht einfach den Linksabmarsch des gesammten Heeres nach dem wichtigen Knotenpunkte Quatrebras, wo die Straßen von Charleroi und Namur nach Brüssel zusammentrafen und eine Vereinigung mit den Preußen möglich war, sondern gab seinen Corps die Richtung auf die fünf Meilen lange Linie von Enghien im Westen über Nivelles nach Genappe im Osten, so daß die englische Armee nur mit ihrer äußersten Linken die Straße nach Charleroi berührte.	1
256	Manschette	0	68-79	Und grade ein schlagendes Beispiel dieser Inquisition, in Frack und Manschetten, glaubte ich dem Publikum vorführen zu können; ein Drama, welches den einzigen Fehler hat, daß ich selbst darin die passive Hauptrolle spiele.	1
257	Manschette	0	16-27	Jede der beiden Manschetten hat am Saume, wo sie am Bund angenäht ist, einen Knopf, der nur geöffnet zu werden braucht, wenn beide ganz zurückgeschlagen werden sollen.	1
258	Manschette	0	64-75	Da ziehen sie ihm ein Hemd von Batist an mit frischem Jabot und Manschetten und einem Pelzrock mit prächtigem Zobel gefüttert, der Wärmkorb wird vorangetragen, kommt er aus der Sitzung zurück, so muß er ein bischen schlafen nicht ob er will; so gehts' bis zum Abend in fortwährendem Wiederspruch, wo sie ihm die Nachtmütze über die Ohren ziehen und ihn zu Bette führen.	1
259	Manschette	0	230-241	Auch die Krause ist ein Allgemeingut geworden selbst bis auf das Landvolk hinaus, und, wenn irgend möglich, läßt sich auch die Handwerksfrau und selbst die Dienstmagd im sonntäglichen Putz oder wohl gar bei der Arbeit die krausen Manschetten nicht nehmen.	1
260	Manschette	0	4-15	Die Manschetten sind angenäht und zwar doppelt und von der althergebrachten Art, nicht von der neumodischen mit Metallknöpfen, von einer Pariser Chemisière et Blanchisseuse de fin eigens für ihre Zwecke und zur Plage der Träger ersonnen.	1
261	Manschette	0	14-25	Da, drei Paar Manschetten und ein halbes Hemde — hatte denn der Kerl nichts an Proviant bei sich als den Bauerhahnen am Säbelgurt?	1
262	Manschette	0	69-80	Jene elegante Welt der duftenden Haarlocken, der modischen Bärte und Manschetten, so lustig es auch bei Tanz und Citherspiel und früh und spät beim Becher in ihr herging, barg doch in sich einen erschreckenden Abgrund sittlichen und ökonomischen Verfalls, gut oder schlecht verhehlter Verzweiflung und wahnsinniger oder bübischer Entschlüsse.	1
263	Manschette	0	26-37	Dadurch erleiden aber die Manschetten keine Aenderung, welche sich wie bei den Herren genau nach dem Kragen richten.	1
264	Manschette	0	79-90	Herr Waser aber klopfte den Staub des Handgemenges aus seinen Kleidern und zog Manschetten und Halskrause zurecht.	1
265	Manschette	0	231-242	Die Aermel schlossen ziemlich eng an, aber sie reichten kaum über den Ellbogen herab und waren hier in breiten verzierten „Palten“ umgeschlagen, aus denen bis zum Handgelenk die weißen, feinen, weitfaltigen Hemdärmel mit schlaffen Manschetten hervortraten.	1
266	Manschette	0	86-97	Er war wie ein feiner Herr angezogen, in schwarzen Sachen, mit weißem Vorhemdchen und Manschetten.	1
267	Manschette	0	295-306	Zu den Aermeln gehören stets die Manschetten, welche auf ’s genauste die Wandlungen des Kragens mitmachen: sowie die dicke Krause auf die Schulter herunterfällt, legen sich auch die gekrausten Manschetten auf die Arme zurück, und dem schlaffen Spitzenkragen folgen die gleichen spitzenumsäumten Manschetten, mit denen auch der Soldat sein Lederwamms und Büffelcollett verziert.	1
268	Manschette	0	81-92	Sie sind sehr gebildet, denn die Dame singt alle neuen Opern, und der Herr trägt Manschetten.	1
269	Manschette	0	936-947	Der Exerzitienmeister mit der bunten Flughaut oder Rückenschürze eines gelben Sommerkleidchens gleichsam mit den gelben Oberflügeln eines Buttervogels, dessen dunkle Unterflügel das Gillet (wenn ers aufknöpft) vorstellen; — Wehmeier aber im geräumigen saftgrünen Flause hängend, den ein Zeltschneider um ihn gespannt zu haben scheint, und mit Unterleib und Schenkeln in der schwarzsammtnen Halbtrauer der Kandidaten pulsirend, die sie anlegen, ehe sie sich zur ganzen verkohlen — Falterle hat sein Glatteis von Beinkleidern plattirt um die Beine gegossen und jede Falte in diesen bricht sich in seinem Gesichte zu einer, als wäre dieses das Unterfutter von jenen; indeß an den Schenkeln des Schachtelmagisters die Wendeltreppe seiner Wickel-Modesten aufläuft — jener in Brautschuhen, dieser in Pumpenstiefeln — jener schnalzt als eine weiche schleimige Goldschleie empor mit den Bauchfloßfedern des Jabots, mit den Seitenfloßfedern der Manschetten und mit den Schwanzfloßfedern des an drei Hermelin-Schwänzchen hängenden trinomischen Würzelchens oder Zöpfleins; der Magister sieht in seinem grünen Flause bloß wie der grüne Schnäpel (Weißfisch) oder die Kaulquappe aus — herrlicher Abstich, wiederhol' ich! —	1
270	Manschette	0	86-97	Er zog in lebhafter Unruhe seine Handschuhe aus und an, und zupfte so lange an seinen Manschetten, bis ich ihn erinnern mußte, daß sein Hemde zum Vorschein käme.	1
271	Manschette	0	94-105	Der Krause am Halse entsprachen immer kleinere an den Händen, welche steif abstehende Art von Manschetten freilich den Gebrauch der Hände mannigfach erschwerte.	1
272	Manschette	0	77-88	Dann kam ein Päckchen mit feiner gestickter Wäsche zum Vorschein, Tücher und Manschetten, zuletzt Briefe von der Mutter und von Elisabeth.	1
273	Manschette	0	252-263	Es ist ein blühendes Matronengesicht in sauberem, weißem Häubchen, in schwarzem Obergewande, welches die rothen Aermel des Untergewandes freiläßt, mit einer goldenen Kette um den Leib; daran hängt der Rosenkranz, mit welchem nachlässig ihre mit feinen Manschetten umkräuselten Hände spielen.	1
274	Manschette	0	160-170	Die Anglomanie hat für das Pferd des Civilisten die Martignal so in allgemeine Anwendung gebracht, dass sie ein Uniformstück aller fashionablen Pferde, wie die Manschette eins der Herren geworden ist.	1
275	Manschette	0	67-78	Die neuere Mode der weiten Rockärmel, mit locker gehefteten weiten Manschetten, dient ebenfalls den Schottenfellern zu geheimen Taschen für kleinere Waare, namentlich Gold-und Silbersachen.	1
276	Manschette	0	7-18	„Seine Manschetten sind so sauber und schmuck wie vordem sein Schulheft im Loch.“	1
277	Manschette	0	49-60	Der hochgeputzte Neger in weißen Handschuhen und Manschetten, das zarte Phantasiestäbchen balancirend, an seinem Arme die schwarze Schöne, die im weißen Kleide mit Rosaschleifen ihren äthiopischen Teint vortheilhaft, wie sie meint, zu heben weiß, der kurze Dandy-Frack, die strahlende Uniform, die schwere Sammtrobe, der wallende Federhut — das Alles eilte auf einen Schauplatz voraussichtlicher Unreinlichkeit mit größtem Eifer.	1
278	Manschette	0	93-104	Im nächt'gen Traum hab' ich mich selbst geschaut, Im schwarzen Gallafrack und seidner Weste, Manschetten an der Hand, als ging's zum Feste, Und vor mir stand mein Liebchen, süß und traut.	1
298	Mißklang	0	427-436	Jndem wir diesen reichhaltigen Abschnitt schließen, hegen wir die Hoffnung, daß diejenigen Leser, welche sich nicht durch die Ueberschriften und den an sich nicht einladenden Gegenstand haben abschrecken lassen, durch das spannende Jnteresse an der Verkettung der Thatsachen volle Entschädigung für den Abgang des poetisch oder gemüthlich Anziehenden gefunden haben, möchten aber überhaupt daran mahnen, daß die vermeintlichen Mißklänge in der Natur ausgeglichen werden, wenn man auf einer höheren Warte sich einen erweiterten Gesichtskreis verschafft hat.	1
299	Mißklang	0	379-387	Diese Aussicht darf nicht zu entwickelt sein, wenn sie nicht zu einem gemeinen und trivialen Begriffe von Gerechtigkeit führen und überdieß in die Breite des Empirischen, das neben dem idealen Ausschnitte des Drama’s eigentlich nicht existirt, ablenken soll; sie darf nicht fehlen, wie am Schlusse vom Don Carlos und in großen Schicksals-und Effect-Stücken, die mit einem reinen Mißklang endigen.	1
300	Mißklang	0	164-172	Aber seine grossen taten lebten, und sein über verdienst dankbares volk ruhte nicht, bis es für seine taten einen andern abschluss gefunden hatte als den schrillen misklang der flucht des geächteten oder den schlimmeren der faulen paschaexistenz. da er ihnen das gefürchtete leid nicht antat, erzählten sie, er wäre freiwillig gestorben, als er sich nicht anders der forderung des barbaren entziehen konnte, wider Hellas zu fechten. das glaubten die Athener schon, als Perikles starb. jeder der die zeiten genug kannte, um zu wissen, dass die flucht fünf jahre vor dem tode des Xerxes stattgefunden hatte, und dass Xerxes der letzte gewesen war, der einen zug gegen Hellas unternommen hatte, konnte gar nicht anders als Themistokles zu Xerxes kommen lassen. das ist sogar die verbreitete ansicht geblieben; es war ja auch ungleich wirkungsvoller. wer dagegen auch das wusste, das zwischen der flucht und der belehnung mit Magnesia jahre lagen, der hatte eine leere zeit, in welcher die alten fabeln bequem platz fanden und für jede neue raum blieb. neben der verschönenden liebe schwieg auch der hass nicht. sowol dem philosophischen staatsmanne, der Samos gegen Athen mit erfolg verteidigte, wie dem philosophischen freunde des Perikles hängten die feinde hochverräterische schlechtigkeit an, indem sie erzählten, dass Themistokles mit ihnen beziehungen unterhalten hätte. die oligarchen, die den erbauer des hafens und der flotte als stifter der verfluchten demokratie betrachteten, mochten dem Ephialtes womöglich schon bei lebzeiten vorrücken, dass er gegen den Areopag nur als werkzeug des Themistokles sich erhübe. endlich als der Perser wieder in Lampsakos und Myus gebot, der hafen geschleift war und die demokratie sich mühselig vom tiefsten falle erhob, trat ein ganz neuer bericht über die flucht des Themistokles mit dem entschiedensten anspruch auf wahrheit hervor. was Thukydides erzählt, hat sich im altertum neben der legende behauptet; heut zu tage glaubt man ihm blindlings. darf man das, und wenn man ’s darf, wo hat Thukydides die wahrheit her?	1
301	Mißklang	0	31-39	Kein religiöser oder sonstiger Mißklang hat je das treffliche Einvernehmen getrübt, in welchem sie mit aller Welt lebten.	1
302	Mißklang	0	56-65	Auch der türkische Gesandte Shekib Pascha vermehrte die Mißklänge dieses seltsamen Concerts; er gehorchte blindlings den Rathschlägen des österreichischen Bevollmächtigten Neumann, der ausdrücklich beauftragt war sich seiner zu bemächtigen (s’ emparer).	1
303	Mißklang	1	62-70	Ebenso führt die zu häufige Wiederholung desselben Vokals zum Mißklang (== Kakophonie), z. B.:	1
304	Mißklang	0	81-89	Der Wohllaut hört im Zwist des Guten und des Bösen; Vermag der auch, in sich den Mißklang aufzulösen?	1
305	Mißklang	0	198-206	Sind zwei Menschen, die sich vorher nicht kannten, erst einmal mehre Tage lang von früh bis spät zusammen gewesen, in belebtem, traulichem Zwiegespräch intim geworden, und es findet sich ein leiser Mißklang, oder nur Einer von Beiden fühlt das Bedürfniß zeitweiliger Veränderung, so ist in der Regel ein völliger Bruch oder eine dauernde Erkaltung die Folge, während die junge Freundschaft, wenn man ihr Zeit zum Wachsthum gelassen und sie nicht künstlich getrieben hätte, ein kräftiger, tiefgewurzelter Baum geworden wäre.	1
306	Mißklang	0	66-74	Wer sie aber anrührt mit täppischen Händen, der läßt einen ewigen Mißklang zurück.	1
307	Mißklang	1	244-252	Der Schullehrer muß allen Fleiß daran wenden, daß sowohl bei dem Vorsprechen, als bei dem Nachsprechen sämmtlicher Kinder, Ton und Nachdruck auf die Worte gelegt werden, auf welche es ankommt; damit der äußerst widrige, singende und einförmige Mißklang, mit welchem die Kinder gewöhnlich eine biblische Stelle hersagen, sich aus den Schulen verliere.	1
308	Mißklang	0	61-69	Das Wesen dieser Art von Existenzen ist die Disharmonie, der Mißklang, der Widerstreit.	1
309	Mißklang	0	300-309	Wer Sold giebt, macht auch Ansprüche, denen sich der Empfangende nicht entziehen kann, und da, wo die lockende Aussicht auf Gewinn poetische Tafelrunden bildete, welche sich um freigebige Fürsten, wie Pisistratos und Hiero, sammelten, da traten auch mancherlei Schäden höfischer Kunst und mancherlei Mißklänge, selbst bei so hervorragenden Geistern, wie Pindar, Simonides, Ibykos zu Tage.	1
310	Mißklang	0	335-344	Gerade die liebenswürdige Kindlichkeit, vereinigt mit einem tiefsinnigen Zug, der Zauber einer seltenen Harmonie, der, alle Gegensätze versöhnend, über ihr ganzes Wesen ausgebreitet war, mußten einen Mann fesseln, den Denken und Leben in allen Widersprüchen herumgeworfen; der gerade nach einer Harmonie suchte, in der die schreienden Mißklänge aufgelöst würden.	1
311	Mißklang	0	13-21	Da war aller Mißklang weg aus meiner Seele, und in meinem tiefsten Jnnern klang ’s: nur sie, nur sie!	1
